,Date,Temp
544,1982-06-29,7.7
465,1982-04-11,13.6
3495,1990-07-30,6.0
767,1983-02-07,20.3
2118,1986-10-21,6.8
762,1983-02-02,17.3
1311,1984-08-04,11.0
756,1983-01-27,10.7
965,1983-08-24,9.0
1727,1985-09-25,13.1
2682,1988-05-07,12.6
2448,1987-09-16,10.7
698,1982-11-30,16.1
306,1981-11-03,13.6
2009,1986-07-04,11.4
3169,1989-09-07,5.0
1872,1986-02-17,17.4
1004,1983-10-02,13.9
2643,1988-03-29,17.5
2546,1987-12-23,11.4
1407,1984-11-08,15.6
289,1981-10-17,8.6
2609,1988-02-24,16.2
1138,1984-02-13,13.6
2026,1986-07-21,8.8
2076,1986-09-09,6.1
1408,1984-11-09,19.0
664,1982-10-27,13.9
3467,1990-07-02,7.3
266,1981-09-24,7.2
1031,1983-10-29,9.0
675,1982-11-07,16.0
2668,1988-04-23,12.4
975,1983-09-03,10.9
2684,1988-05-09,11.2
1440,1984-12-11,12.2
900,1983-06-20,6.2
2403,1987-08-02,9.6
2449,1987-09-17,7.8
393,1982-01-29,17.0
2422,1987-08-21,5.1
3313,1990-01-29,13.6
3109,1989-07-09,9.7
2656,1988-04-11,11.0
489,1982-05-05,11.8
2369,1987-06-29,7.5
1849,1986-01-25,15.3
3587,1990-10-30,14.9
54,1981-02-24,14.4
577,1982-08-01,9.7
962,1983-08-21,10.3
2768,1988-08-01,9.8
3468,1990-07-03,7.7
1878,1986-02-23,13.1
1172,1984-03-18,13.8
3254,1989-12-01,16.3
2268,1987-03-20,13.0
701,1982-12-03,10.5
3376,1990-04-02,14.7
2804,1988-09-06,8.8
2231,1987-02-11,10.6
761,1983-02-01,18.1
3286,1990-01-02,13.3
3585,1990-10-28,18.4
3102,1989-07-02,7.1
2949,1989-01-30,16.9
2338,1987-05-29,6.4
3274,1989-12-21,12.3
3615,1990-11-27,8.8
2712,1988-06-06,11.1
2614,1988-02-29,16.3
1482,1985-01-23,15.6
2692,1988-05-17,13.2
335,1981-12-02,10.5
1906,1986-03-23,16.5
2895,1988-12-06,12.5
2927,1989-01-08,15.7
716,1982-12-18,13.0
3059,1989-05-20,7.4
111,1981-04-22,10.0
530,1982-06-15,7.3
1189,1984-04-04,8.2
1499,1985-02-09,13.0
702,1982-12-04,11.0
3477,1990-07-12,5.0
852,1983-05-03,13.7
400,1982-02-05,13.1
2397,1987-07-27,6.3
1956,1986-05-12,10.5
1283,1984-07-07,7.4
1942,1986-04-28,9.0
1320,1984-08-13,8.5
7,1981-01-08,17.4
1691,1985-08-20,4.0
461,1982-04-07,12.4
1469,1985-01-10,13.7
274,1981-10-02,13.2
1695,1985-08-24,6.9
2658,1988-04-13,15.2
1023,1983-10-21,10.3
3241,1989-11-18,10.9
1850,1986-01-26,13.5
1812,1985-12-19,13.3
3252,1989-11-29,17.9
2867,1988-11-08,12.5
1323,1984-08-16,8.0
1477,1985-01-18,12.0
2489,1987-10-27,13.1
2017,1986-07-12,4.8
612,1982-09-05,4.5
3589,1990-11-01,15.4
3221,1989-10-29,9.3
361,1981-12-28,13.3
2473,1987-10-11,6.9
3100,1989-06-30,8.0
2923,1989-01-04,16.8
1200,1984-04-15,12.8
2497,1987-11-04,9.6
1995,1986-06-20,5.7
469,1982-04-15,19.5
271,1981-09-29,11.4
1468,1985-01-09,14.4
2870,1988-11-11,10.3
2783,1988-08-16,12.4
3439,1990-06-04,8.5
1361,1984-09-23,9.1
3249,1989-11-26,12.9
2532,1987-12-09,13.4
410,1982-02-15,26.3
1999,1986-06-24,6.6
2060,1986-08-24,10.2
1598,1985-05-19,6.9
662,1982-10-25,10.2
846,1983-04-27,13.0
2126,1986-10-29,10.7
1147,1984-02-22,14.5
539,1982-06-24,4.0
2560,1988-01-06,15.2
1553,1985-04-04,17.6
2950,1989-01-31,16.5
2639,1988-03-25,16.2
3507,1990-08-11,6.4
173,1981-06-23,4.8
3406,1990-05-02,13.9
2387,1987-07-17,7.1
1882,1986-02-27,13.4
755,1983-01-26,15.6
2153,1986-11-25,9.1
2128,1986-10-31,13.9
1945,1986-05-01,11.1
1970,1986-05-26,6.3
1205,1984-04-20,13.0
627,1982-09-20,4.2
2400,1987-07-30,8.8
2027,1986-07-22,6.8
1895,1986-03-12,8.6
2377,1987-07-07,4.4
3391,1990-04-17,12.6
1332,1984-08-25,9.0
832,1983-04-13,11.7
2240,1987-02-20,21.0
973,1983-09-01,10.1
587,1982-08-11,10.2
31,1981-02-01,15.3
1729,1985-09-27,6.5
1876,1986-02-21,15.0
2433,1987-09-01,5.4
2513,1987-11-20,14.1
1198,1984-04-13,11.1
2340,1987-05-31,7.8
2543,1987-12-20,12.8
870,1983-05-21,7.5
595,1982-08-19,6.6
2490,1987-10-28,9.7
980,1983-09-08,12.2
1192,1984-04-07,12.5
3413,1990-05-09,6.9
1690,1985-08-19,8.3
781,1983-02-21,15.7
3306,1990-01-22,14.3
1302,1984-07-26,4.6
2234,1987-02-14,16.0
3064,1989-05-25,10.7
2195,1987-01-06,16.3
3068,1989-05-29,12.1
1941,1986-04-27,10.5
3197,1989-10-05,11.7
2097,1986-09-30,7.8
1996,1986-06-21,5.5
1975,1986-05-31,10.9
2193,1987-01-04,15.6
563,1982-07-18,3.9
3385,1990-04-11,18.5
2429,1987-08-28,11.0
3370,1990-03-27,20.6
3293,1990-01-09,17.4
1531,1985-03-13,17.0
1157,1984-03-03,10.5
3104,1989-07-04,6.9
2334,1987-05-25,7.6
1011,1983-10-09,6.0
2106,1986-10-09,5.5
1435,1984-12-06,12.8
1244,1984-05-29,10.9
561,1982-07-16,5.0
3546,1990-09-19,11.6
3394,1990-04-20,13.8
72,1981-03-14,11.3
3062,1989-05-23,9.5
1927,1986-04-13,9.0
1788,1985-11-25,16.2
178,1981-06-28,10.2
3332,1990-02-17,18.6
3436,1990-06-01,9.7
1801,1985-12-08,16.4
1158,1984-03-04,12.1
1590,1985-05-11,13.4
482,1982-04-28,8.7
1352,1984-09-14,5.5
2065,1986-08-29,12.2
2960,1989-02-10,15.3
3092,1989-06-22,5.0
2988,1989-03-10,18.3
508,1982-05-24,8.6
564,1982-07-19,5.2
376,1982-01-12,22.2
2679,1988-05-04,15.5
1379,1984-10-11,12.2
253,1981-09-11,12.3
1898,1986-03-15,15.2
2,1981-01-03,18.8
3002,1989-03-24,13.6
2771,1988-08-04,10.0
1028,1983-10-26,11.7
3575,1990-10-18,11.3
1546,1985-03-28,13.8
817,1983-03-29,10.0
2494,1987-11-01,19.0
3453,1990-06-18,7.7
600,1982-08-24,12.1
1651,1985-07-11,5.9
2305,1987-04-26,11.9
2618,1988-03-04,14.8
269,1981-09-27,7.8
1818,1985-12-25,13.2
3340,1990-02-25,16.5
3338,1990-02-23,17.0
1425,1984-11-26,24.3
1539,1985-03-21,17.2
2291,1987-04-12,17.7
834,1983-04-15,9.8
3288,1990-01-04,14.5
2485,1987-10-23,10.5
1646,1985-07-06,4.7
3363,1990-03-20,13.6
1954,1986-05-10,12.3
635,1982-09-28,7.8
649,1982-10-12,10.9
130,1981-05-11,10.1
2349,1987-06-09,8.9
447,1982-03-24,13.2
1223,1984-05-08,5.5
1826,1986-01-02,13.8
1592,1985-05-13,6.7
1322,1984-08-15,6.0
1618,1985-06-08,4.2
1998,1986-06-23,5.7
1949,1986-05-05,10.4
1632,1985-06-22,6.3
1854,1986-01-30,17.4
2412,1987-08-11,7.0
3345,1990-03-02,17.3
2612,1988-02-27,18.4
158,1981-06-08,3.5
785,1983-02-25,16.9
2213,1987-01-24,11.5
2281,1987-04-02,11.7
279,1981-10-07,14.3
2756,1988-07-20,9.5
3398,1990-04-24,12.7
1851,1986-01-27,15.3
3072,1989-06-02,1.4
2576,1988-01-22,14.0
1358,1984-09-20,8.6
967,1983-08-26,6.4
1923,1986-04-09,11.6
2769,1988-08-02,8.1
2437,1987-09-05,4.8
1374,1984-10-06,7.7
766,1983-02-06,16.2
2606,1988-02-21,15.0
1432,1984-12-03,9.1
3602,1990-11-14,14.6
2752,1988-07-16,6.3
1092,1983-12-29,16.1
1616,1985-06-06,8.2
1852,1986-01-28,13.8
88,1981-03-30,14.5
2157,1986-11-29,12.6
3138,1989-08-07,7.6
2540,1987-12-17,14.7
106,1981-04-17,12.4
588,1982-08-12,7.9
2825,1988-09-27,8.8
2997,1989-03-19,15.0
1578,1985-04-29,12.0
2647,1988-04-02,14.6
486,1982-05-02,6.3
1483,1985-01-24,15.2
2625,1988-03-11,10.0
183,1981-07-03,6.5
374,1982-01-10,15.8
1987,1986-06-12,9.6
417,1982-02-22,13.1
3153,1989-08-22,8.6
368,1982-01-04,15.2
1439,1984-12-10,15.9
3361,1990-03-18,15.1
3295,1990-01-11,22.1
2304,1987-04-25,9.0
2734,1988-06-28,6.7
1128,1984-02-03,13.0
2910,1988-12-21,11.9
1084,1983-12-21,18.0
2958,1989-02-08,18.5
686,1982-11-18,9.1
3213,1989-10-21,10.2
2362,1987-06-22,9.4
893,1983-06-13,7.2
3375,1990-04-01,15.3
1125,1984-01-31,12.1
2267,1987-03-19,15.0
3336,1990-02-21,16.3
3454,1990-06-19,8.1
2865,1988-11-06,11.8
2309,1987-04-30,11.6
97,1981-04-08,14.9
2893,1988-12-04,16.2
725,1982-12-27,15.3
547,1982-07-02,1.6
356,1981-12-23,12.8
610,1982-09-03,10.5
2925,1989-01-06,9.5
2729,1988-06-23,10.6
1871,1986-02-16,17.9
2303,1987-04-24,9.1
1573,1985-04-24,8.7
1655,1985-07-15,8.4
747,1983-01-18,13.8
1132,1984-02-07,18.0
1024,1983-10-22,7.5
853,1983-05-04,13.5
1673,1985-08-02,5.1
3446,1990-06-11,7.2
371,1982-01-07,14.1
62,1981-03-04,16.0
1940,1986-04-26,8.3
1118,1984-01-24,13.8
3328,1990-02-13,13.0
2316,1987-05-07,9.9
2439,1987-09-07,8.1
138,1981-05-19,3.2
673,1982-11-05,13.6
2123,1986-10-26,7.6
2384,1987-07-14,4.7
2638,1988-03-24,13.9
2664,1988-04-19,10.5
606,1982-08-30,12.7
1117,1984-01-23,10.5
2500,1987-11-07,11.0
3259,1989-12-06,14.1
380,1982-01-16,15.8
2939,1989-01-20,16.0
1660,1985-07-20,3.2
926,1983-07-16,7.9
2371,1987-07-01,8.3
2256,1987-03-08,9.9
2624,1988-03-10,14.5
2916,1988-12-27,12.9
1098,1984-01-04,12.0
3355,1990-03-12,12.1
2553,1987-12-30,13.3
708,1982-12-10,13.0
2726,1988-06-20,7.0
3358,1990-03-15,15.0
1030,1983-10-28,12.3
672,1982-11-04,12.5
2637,1988-03-23,14.4
3462,1990-06-27,5.9
840,1983-04-21,10.4
1517,1985-02-27,10.3
511,1982-05-27,12.9
3018,1989-04-09,13.9
2628,1988-03-14,11.8
2222,1987-02-02,12.8
897,1983-06-17,3.0
1708,1985-09-06,9.8
1263,1984-06-17,5.3
2292,1987-04-13,16.3
411,1982-02-16,18.2
2282,1987-04-03,12.5
2966,1989-02-16,19.4
277,1981-10-05,11.4
2114,1986-10-17,8.4
3320,1990-02-05,14.4
3529,1990-09-02,9.5
1811,1985-12-18,12.7
311,1981-11-08,9.6
1288,1984-07-12,8.0
90,1981-04-01,16.7
743,1983-01-14,11.8
3090,1989-06-20,8.1
120,1981-05-01,8.6
1400,1984-11-01,16.6
3111,1989-07-11,8.5
2035,1986-07-30,7.4
3001,1989-03-23,16.5
598,1982-08-22,6.6
2398,1987-07-28,5.7
384,1982-01-20,25.2
1245,1984-05-30,10.0
1810,1985-12-17,12.1
3486,1990-07-21,9.7
746,1983-01-17,11.5
221,1981-08-10,5.2
3206,1989-10-14,8.0
187,1981-07-07,6.6
2530,1987-12-07,11.0
2167,1986-12-09,12.4
2655,1988-04-10,7.9
260,1981-09-18,16.9
3473,1990-07-08,10.2
186,1981-07-06,8.1
63,1981-03-05,13.3
2006,1986-07-01,2.8
3614,1990-11-26,12.9
2667,1988-04-22,13.0
239,1981-08-28,5.5
48,1981-02-18,16.6
392,1982-01-28,12.5
282,1981-10-10,7.8
1608,1985-05-29,13.4
575,1982-07-30,5.6
1582,1985-05-03,8.0
2699,1988-05-24,8.1
683,1982-11-15,18.0
1008,1983-10-06,6.9
3016,1989-04-07,14.2
509,1982-05-25,11.1
181,1981-07-01,10.7
2047,1986-08-11,1.7
2522,1987-11-29,13.9
1523,1985-03-05,10.7
80,1981-03-22,8.0
2845,1988-10-17,11.7
1262,1984-06-16,4.7
2746,1988-07-10,7.6
3251,1989-11-28,14.0
1081,1983-12-18,15.0
2109,1986-10-12,7.2
2431,1987-08-30,5.0
855,1983-05-06,13.0
3057,1989-05-18,11.7
1484,1985-01-25,12.8
1614,1985-06-04,5.9
2239,1987-02-19,17.7
968,1983-08-27,8.4
3164,1989-09-02,8.8
77,1981-03-19,16.9
3421,1990-05-17,13.4
1103,1984-01-09,13.4
2389,1987-07-19,9.4
3162,1989-08-31,8.0
3545,1990-09-18,7.3
1988,1986-06-13,7.0
2401,1987-07-31,8.7
1449,1984-12-20,10.4
3544,1990-09-17,3.7
454,1982-03-31,10.2
2246,1987-02-26,11.5
777,1983-02-17,16.8
2680,1988-05-05,16.4
2562,1988-01-08,18.7
1228,1984-05-13,6.3
2808,1988-09-10,13.2
1654,1985-07-14,7.0
773,1983-02-13,12.8
3531,1990-09-04,7.6
914,1983-07-04,7.2
979,1983-09-07,11.1
1111,1984-01-17,11.4
1897,1986-03-14,16.0
1894,1986-03-11,12.7
1658,1985-07-18,4.8
1443,1984-12-14,12.5
538,1982-06-23,8.9
1130,1984-02-05,14.2
1846,1986-01-22,15.0
2082,1986-09-15,6.2
2219,1987-01-30,12.7
98,1981-04-09,15.9
631,1982-09-24,8.5
2264,1987-03-16,13.0
206,1981-07-26,9.2
737,1983-01-08,16.2
3118,1989-07-18,5.8
395,1982-01-31,14.0
1994,1986-06-19,8.6
462,1982-04-08,12.9
2458,1987-09-26,14.9
145,1981-05-26,12.6
2853,1988-10-25,14.3
298,1981-10-26,9.7
1123,1984-01-29,14.7
3640,1990-12-22,13.2
1944,1986-04-30,9.4
505,1982-05-21,8.4
3582,1990-10-25,11.6
2236,1987-02-16,16.6
3145,1989-08-14,3.8
87,1981-03-29,15.7
1706,1985-09-04,7.9
1412,1984-11-13,11.1
3475,1990-07-10,9.3
313,1981-11-10,15.7
2188,1986-12-30,11.7
3038,1989-04-29,14.5
2227,1987-02-07,15.2
1151,1984-02-26,11.7
419,1982-02-24,14.1
3508,1990-08-12,8.5
3476,1990-07-11,5.4
1452,1984-12-23,13.7
283,1981-10-11,6.2
379,1982-01-15,14.1
1346,1984-09-08,9.4
604,1982-08-28,7.0
2261,1987-03-13,11.5
2345,1987-06-05,10.2
1924,1986-04-10,7.4
258,1981-09-16,14.1
1583,1985-05-04,10.6
2476,1987-10-14,7.6
1576,1985-04-27,10.0
2321,1987-05-12,12.8
2965,1989-02-15,19.4
983,1983-09-11,9.2
1859,1986-02-04,11.6
2635,1988-03-21,15.1
878,1983-05-29,9.3
1243,1984-05-28,7.3
3649,1990-12-31,13.0
1316,1984-08-09,9.0
1686,1985-08-15,11.0
995,1983-09-23,12.9
2066,1986-08-30,5.6
1281,1984-07-05,1.3
2786,1988-08-19,9.7
1703,1985-09-01,10.3
2405,1987-08-04,8.4
432,1982-03-09,11.0
218,1981-08-07,6.5
1269,1984-06-23,8.6
1915,1986-04-01,10.2
3449,1990-06-14,5.4
1713,1985-09-11,10.9
2536,1987-12-13,15.0
2418,1987-08-17,5.6
3382,1990-04-08,15.2
1847,1986-01-23,13.5
562,1982-07-17,3.7
254,1981-09-12,10.1
2611,1988-02-26,15.3
21,1981-01-22,12.1
992,1983-09-20,13.6
1991,1986-06-16,6.9
3584,1990-10-27,14.4
2840,1988-10-12,5.6
261,1981-09-19,10.5
1235,1984-05-20,9.5
857,1983-05-08,13.0
3036,1989-04-27,14.0
1579,1985-04-30,10.1
1397,1984-10-29,10.0
191,1981-07-11,6.8
1836,1986-01-12,15.2
3533,1990-09-06,10.3
2941,1989-01-22,15.0
2383,1987-07-13,2.8
1371,1984-10-03,10.5
2299,1987-04-20,7.1
3044,1989-05-05,10.4
1230,1984-05-15,6.2
644,1982-10-07,14.9
2886,1988-11-27,11.8
464,1982-04-10,15.0
626,1982-09-19,5.7
1318,1984-08-11,8.7
3389,1990-04-15,9.9
2824,1988-09-26,10.8
2471,1987-10-09,8.7
2294,1987-04-15,9.7
657,1982-10-20,7.9
892,1983-06-12,6.8
2747,1988-07-11,12.4
302,1981-10-30,11.0
2711,1988-06-05,10.2
570,1982-07-25,9.5
1062,1983-11-29,17.2
3208,1989-10-16,7.5
2545,1987-12-22,11.2
2388,1987-07-18,9.0
677,1982-11-09,10.5
318,1981-11-15,11.3
236,1981-08-25,4.6
2933,1989-01-14,13.4
76,1981-03-18,11.2
793,1983-03-05,20.6
1735,1985-10-03,7.2
898,1983-06-18,1.5
1839,1986-01-15,16.1
729,1982-12-31,16.3
3283,1989-12-30,14.4
1101,1984-01-07,16.1
2099,1986-10-02,16.2
1751,1985-10-19,6.2
3502,1990-08-06,7.8
1214,1984-04-29,6.5
2008,1986-07-03,9.8
3566,1990-10-09,9.8
2931,1989-01-12,13.8
2724,1988-06-18,6.8
2312,1987-05-03,9.9
2409,1987-08-08,8.9
798,1983-03-10,14.1
294,1981-10-22,11.4
1173,1984-03-19,15.1
2598,1988-02-13,16.5
3405,1990-05-01,13.0
1758,1985-10-26,6.5
1387,1984-10-19,9.7
2903,1988-12-14,19.7
1007,1983-10-05,7.6
2113,1986-10-16,9.7
3074,1989-06-04,6.6
3112,1989-07-12,7.1
3193,1989-10-01,10.5
1550,1985-04-01,16.4
1771,1985-11-08,13.3
2871,1988-11-12,16.9
3128,1989-07-28,9.0
1454,1984-12-25,12.8
184,1981-07-04,7.0
1296,1984-07-20,5.2
1664,1985-07-24,0.3
1798,1985-12-05,16.1
3490,1990-07-25,9.2
246,1981-09-04,9.6
2280,1987-04-01,13.3
740,1983-01-11,10.5
1353,1984-09-15,10.9
2210,1987-01-21,13.7
125,1981-05-06,13.5
1935,1986-04-21,12.7
336,1981-12-03,14.2
850,1983-05-01,12.5
1284,1984-07-08,7.2
1709,1985-09-07,6.7
2948,1989-01-29,20.6
2633,1988-03-19,13.9
1415,1984-11-16,13.0
2801,1988-09-03,10.5
2003,1986-06-28,8.0
2694,1988-05-19,10.4
3350,1990-03-07,14.2
1704,1985-09-02,7.9
2184,1986-12-26,14.7
1886,1986-03-03,13.3
3429,1990-05-25,10.5
2504,1987-11-11,10.1
3586,1990-10-29,13.6
2159,1986-12-01,11.0
2531,1987-12-08,11.3
894,1983-06-14,8.3
360,1981-12-27,15.5
2717,1988-06-11,5.0
718,1982-12-20,13.7
1145,1984-02-20,18.9
2467,1987-10-05,6.5
3210,1989-10-18,13.2
810,1983-03-22,16.3
471,1982-04-17,9.3
2526,1987-12-03,8.2
322,1981-11-19,11.7
2604,1988-02-19,14.1
2676,1988-05-01,15.2
2143,1986-11-15,14.8
948,1983-08-07,9.4
3079,1989-06-09,7.9
1866,1986-02-11,14.5
3032,1989-04-23,9.8
2479,1987-10-17,9.9
390,1982-01-26,13.3
270,1981-09-28,9.6
439,1982-03-16,22.2
436,1982-03-13,12.5
1324,1984-08-17,8.5
1488,1985-01-29,13.5
2881,1988-11-22,12.9
688,1982-11-20,12.4
3310,1990-01-26,17.1
3437,1990-06-02,8.2
101,1981-04-12,11.5
2045,1986-08-09,3.6
2175,1986-12-17,12.0
3523,1990-08-27,2.1
742,1983-01-13,10.5
3141,1989-08-10,10.5
3165,1989-09-03,6.1
1180,1984-03-26,10.2
2300,1987-04-21,8.1
1819,1985-12-26,13.3
3069,1989-05-30,13.2
1384,1984-10-16,4.8
403,1982-02-08,22.7
1938,1986-04-24,12.0
3163,1989-09-01,8.8
166,1981-06-16,6.1
3282,1989-12-29,10.4
3537,1990-09-10,10.5
155,1981-06-05,5.7
2751,1988-07-15,5.3
3019,1989-04-10,13.5
2821,1988-09-23,8.4
2104,1986-10-07,10.6
1360,1984-09-22,6.6
256,1981-09-14,7.3
2085,1986-09-18,11.3
3383,1990-04-09,15.1
1437,1984-12-08,11.6
3417,1990-05-13,11.1
3536,1990-09-09,5.3
1181,1984-03-27,7.4
2455,1987-09-23,7.6
13,1981-01-14,21.5
3461,1990-06-26,5.2
3491,1990-07-26,6.5
1391,1984-10-23,18.2
179,1981-06-29,9.5
416,1982-02-21,15.6
2023,1986-07-18,7.6
2056,1986-08-20,9.2
1337,1984-08-30,9.0
2660,1988-04-15,10.6
1376,1984-10-08,14.6
1456,1984-12-27,12.0
91,1981-04-02,16.8
2872,1988-11-13,17.5
1837,1986-01-13,12.5
1349,1984-09-11,4.9
208,1981-07-28,8.0
3287,1990-01-03,15.6
151,1981-06-01,11.6
569,1982-07-24,6.6
348,1981-12-15,12.8
3422,1990-05-18,9.1
918,1983-07-08,8.8
3086,1989-06-16,9.7
2283,1987-04-04,13.7
3091,1989-06-21,6.6
663,1982-10-26,15.1
2985,1989-03-07,18.9
2636,1988-03-22,15.6
43,1981-02-13,18.3
2285,1987-04-06,20.2
309,1981-11-06,11.5
1199,1984-04-14,10.8
1227,1984-05-12,4.9
3530,1990-09-03,8.6
312,1981-11-09,14.2
775,1983-02-15,17.5
2381,1987-07-11,7.9
3294,1990-01-10,18.8
2202,1987-01-13,13.0
262,1981-09-20,6.5
1569,1985-04-20,10.6
1167,1984-03-13,11.1
916,1983-07-06,8.0
3381,1990-04-07,15.8
2700,1988-05-25,8.7
397,1982-02-02,13.3
1931,1986-04-17,12.4
3560,1990-10-03,9.9
2557,1988-01-03,13.5
571,1982-07-26,9.0
3167,1989-09-05,8.9
2899,1988-12-10,14.3
2084,1986-09-17,11.3
2509,1987-11-16,13.5
1909,1986-03-26,13.2
711,1982-12-13,18.7
3359,1990-03-16,11.6
1537,1985-03-19,17.0
2915,1988-12-26,9.5
2823,1988-09-25,11.1
3515,1990-08-19,8.9
3031,1989-04-22,10.2
68,1981-03-10,11.8
1564,1985-04-15,15.1
939,1983-07-29,9.6
2922,1989-01-03,18.5
1979,1986-06-04,11.0
3318,1990-02-03,14.8
1000,1983-09-28,15.4
2855,1988-10-27,7.3
3524,1990-08-28,5.9
1532,1985-03-14,21.7
3297,1990-01-13,15.5
3177,1989-09-15,8.9
1044,1983-11-11,10.2
8,1981-01-09,21.8
367,1982-01-03,13.5
257,1981-09-15,10.9
1386,1984-10-18,9.4
1828,1986-01-04,12.6
961,1983-08-20,5.2
2330,1987-05-21,8.3
1229,1984-05-14,4.8
3608,1990-11-20,8.3
2140,1986-11-12,10.3
752,1983-01-23,16.9
3126,1989-07-26,4.2
164,1981-06-14,11.4
2556,1988-01-02,14.3
3388,1990-04-14,15.1
118,1981-04-29,9.9
317,1981-11-14,9.5
2117,1986-10-20,7.9
1064,1983-12-01,12.1
3610,1990-11-22,12.2
759,1983-01-30,14.3
1357,1984-09-19,11.3
1313,1984-08-06,9.9
2103,1986-10-06,12.2
3643,1990-12-25,12.9
2230,1987-02-10,15.1
880,1983-05-31,9.3
2861,1988-11-02,15.5
1844,1986-01-20,15.2
2041,1986-08-05,7.7
1665,1985-07-25,2.1
2336,1987-05-27,5.0
3644,1990-12-26,14.6
477,1982-04-23,13.0
1610,1985-05-31,10.1
1868,1986-02-13,14.2
1265,1984-06-19,5.6
3378,1990-04-04,12.2
694,1982-11-26,12.1
2681,1988-05-06,14.5
105,1981-04-16,12.1
3080,1989-06-10,7.2
1026,1983-10-24,12.6
3243,1989-11-20,12.4
1597,1985-05-18,7.6
583,1982-08-07,3.8
2266,1987-03-18,18.7
1251,1984-06-05,7.2
427,1982-03-04,14.0
1572,1985-04-23,6.8
1707,1985-09-05,8.0
272,1981-09-30,12.4
310,1981-11-07,7.6
2736,1988-06-30,9.3
2241,1987-02-21,13.4
1624,1985-06-14,10.1
2404,1987-08-03,8.0
2908,1988-12-19,14.9
3185,1989-09-23,7.8
39,1981-02-09,25.0
2627,1988-03-13,11.9
3061,1989-05-22,11.0
9,1981-01-10,20.0
2110,1986-10-13,12.9
3270,1989-12-17,12.1
2900,1988-12-11,11.0
3541,1990-09-14,7.2
1155,1984-03-01,12.6
553,1982-07-08,5.3
710,1982-12-12,12.6
2061,1986-08-25,5.9
3645,1990-12-27,14.0
3209,1989-10-17,7.2
1179,1984-03-25,9.4
3371,1990-03-28,14.2
2670,1988-04-25,15.9
1276,1984-06-30,9.4
1947,1986-05-03,7.7
430,1982-03-07,16.7
3636,1990-12-18,17.2
687,1982-11-19,8.7
705,1982-12-07,12.2
1521,1985-03-03,14.7
209,1981-07-29,6.1
1088,1983-12-25,17.5
1939,1986-04-25,11.5
124,1981-05-05,10.0
2885,1988-11-26,11.9
2649,1988-04-04,13.6
3298,1990-01-14,15.8
375,1982-01-11,19.1
1603,1985-05-24,7.3
2758,1988-07-22,7.0
1593,1985-05-14,9.8
3423,1990-05-19,9.4
2969,1989-02-19,15.7
3432,1990-05-28,6.1
1201,1984-04-16,9.8
263,1981-09-21,11.0
741,1983-01-12,9.1
2721,1988-06-15,6.1
2286,1987-04-07,16.3
998,1983-09-26,3.5
1555,1985-04-06,15.9
1234,1984-05-19,8.7
2737,1988-07-01,6.0
3308,1990-01-24,20.5
2011,1986-07-06,5.2
2524,1987-12-01,11.9
1534,1985-03-16,18.6
3612,1990-11-24,11.1
3042,1989-05-03,11.8
3613,1990-11-25,13.0
2642,1988-03-28,16.4
305,1981-11-02,11.5
3485,1990-07-20,8.3
3330,1990-02-15,17.3
2854,1988-10-26,11.3
1355,1984-09-17,9.2
2590,1988-02-05,13.9
3353,1990-03-10,15.3
1629,1985-06-19,6.9
1210,1984-04-25,10.3
3494,1990-07-29,7.9
2136,1986-11-08,9.2
1264,1984-06-18,10.0
1426,1984-11-27,11.6
3445,1990-06-10,10.3
2055,1986-08-19,8.4
2792,1988-08-25,8.7
252,1981-09-10,7.8
2862,1988-11-03,14.1
674,1982-11-06,17.7
2451,1987-09-19,15.0
3548,1990-09-21,9.6
421,1982-02-26,14.6
3372,1990-03-29,10.9
1870,1986-02-15,21.4
2968,1989-02-18,20.5
3192,1989-09-30,13.4
739,1983-01-10,13.0
352,1981-12-19,13.3
1541,1985-03-23,18.8
3464,1990-06-29,5.6
53,1981-02-23,14.4
485,1982-05-01,7.5
1503,1985-02-13,16.0
1487,1985-01-28,15.4
3471,1990-07-06,4.4
2503,1987-11-10,11.1
3539,1990-09-12,12.6
1410,1984-11-11,12.2
2748,1988-07-12,7.1
3316,1990-02-01,12.0
1718,1985-09-16,7.5
2794,1988-08-27,6.7
1586,1985-05-07,9.0
888,1983-06-08,7.0
386,1982-01-22,19.3
498,1982-05-14,9.1
2499,1987-11-06,12.1
3296,1990-01-12,19.0
3374,1990-03-31,13.3
692,1982-11-24,16.0
1194,1984-04-09,9.7
2148,1986-11-20,10.5
12,1981-01-13,16.7
223,1981-08-12,5.6
823,1983-04-04,11.1
2014,1986-07-09,4.6
353,1981-12-20,11.0
1563,1985-04-14,21.8
2913,1988-12-24,19.8
1918,1986-04-04,18.0
2235,1987-02-15,16.8
3096,1989-06-26,2.3
1186,1984-04-01,9.7
911,1983-07-01,8.5
3039,1989-04-30,13.2
2430,1987-08-29,9.7
951,1983-08-10,10.7
1291,1984-07-15,0.9
1450,1984-12-21,14.2
1639,1985-06-29,10.6
860,1983-05-11,12.9
2068,1986-09-01,8.3
1058,1983-11-25,15.9
1774,1985-11-11,14.4
2767,1988-07-31,9.2
2199,1987-01-10,13.2
1143,1984-02-18,14.3
2284,1987-04-05,14.9
1701,1985-08-30,5.3
2363,1987-06-23,9.6
2295,1987-04-16,7.8
1347,1984-09-09,10.5
789,1983-03-01,19.9
1838,1986-01-14,12.2
